,0,1,2,3,4,5
0,-4.980784068393645,6.571369197255631,-6.301605210360249,-7.108750167973119,3.6063846137692446,-2.106242817978388
1,-0.4648744663857227,-2.3935453056722125,-9.73508439530772,6.001926058605628,-3.2548390995085357,0.10796824041001248
2,-1.9337844384227454,8.049646409082252,-5.390793814661234,-5.819623310412911,2.6637162190474335,-1.9539593319056376
3,0.8328120459038029,-0.5395162422728065,-9.052135715076728,6.8072328897089545,-4.252607581281421,0.7205769898410199
4,-0.6816732130861163,8.103399444398402,-4.758389206591577,-5.06127418058648,2.4238457043163493,-1.6961047095494837
5,2.143582350059088,1.5600892195281733,-7.690783777198755,8.071597581227142,-4.059638122685981,0.95771973073553
6,-2.2352602818438245,5.577317868482237,-5.541883070089302,-5.696882003487023,2.2249106027373315,-2.8408338647455844
7,-6.15076088733415,9.006657934756447,-2.2885607218745156,-0.06250465832951213,3.0328617203251986,-0.6074461520982041
8,-6.244318734680009,7.829848069582681,-2.7895843979962214,-0.3785625310640739,2.0602643546625874,-0.3027825219433051
9,-6.3754076139714755,6.827320989265797,-4.4507502812231525,-2.8157772667236025,1.751630855326862,-0.6616281540642742
10,-8.13382713817021,7.907276588514003,-8.541200015233493,-2.52736646324517,3.659601121310339,-0.691809820462527
11,-1.3558807023725987,10.175393454806976,-1.9658753131481115,-2.1746283622689884,2.5271759431411365,-0.6914890258821752
12,2.418224714754076,0.43247257110517134,-6.990426636575713,5.973330948956299,-7.857353568485433,0.15326744672542347
13,1.3831578935902196,0.16384306071348753,-8.305664742146238,6.094117540072128,-6.286765997779795,0.47787334190399106
14,-2.3852491153982927,8.025303292602006,-3.4649134282726717,-3.93995957768196,3.928292259705273,-1.3024435741911053
15,1.929077112676261,-1.954127857682884,-8.475887022932573,4.0911896228607905,-7.013857139207493,0.32749153174697154
16,-2.8594900510673025,8.540964182468462,-4.323075639346545,-4.919145618779362,3.852007792284188,-1.9188129095458615
17,2.46015903539321,-2.445493011852246,-8.769406632808487,3.612909361430972,-7.451156746060684,0.31940596145916234
