0,1,2,3,4,5,6,7,8
-9.386035715227246,-10.961243324577577,12.902304599073322,-5.270136730862747,-4.60907529289795,-2.262233828845021,-1.050663359712709,0.14803146883318336,-1.1630882111019458
-9.714249045519239,-6.241542828146217,6.271614324079051,-3.0700479755840666,-2.042912487063476,1.0617957611411888,-0.9630094749785308,1.2519906400491123,0.9353475941827019
-6.712068880332357,-2.4846961521363453,4.304010552770365,-3.585962649506433,-1.0158217948378283,0.40589100369789,-0.76543021923832,1.9300053389704774,1.9804364169454867
-1.7868517003415425,-2.4685477803694056,1.2487086939129193,-2.930905934385733,0.4670167158888005,-0.4318596110061652,0.305981218848273,1.3206438495372992,2.464082589591918
-3.1403085766839602,-5.957576564308049,0.6785102337155267,-4.41361839836199,1.6047704181174343,-0.972228639338768,-0.24960202155676292,-0.3626993967355112,2.3101423171241153
-1.4201497454291958,0.16007375527972623,4.884965737544949,-1.1326505232221384,-2.2743781163180135,-3.0029638881394654,-1.6796955437944412,1.4796841055433858,2.0536273305873998
2.9761367055393615,2.218074539290192,-2.5567886928628702,1.3148579548648418,-0.7135552440706683,-0.1489784846454043,-1.974093586677931,2.024984498907306,1.7655685036586053
0.41562722085393494,-4.651351455117235,0.5123107712161983,0.7450500910178088,3.548839262062211,-0.44114915802598054,-1.1852907345771575,-0.26320493755739655,1.4829526472729309
-2.725514767493666,-4.39565565372147,1.523324675416231,2.4327281738559368,-1.2330638071674715,0.6915177783632735,-2.4833350599599706,2.1439348732865104,0.33086990505583186
-3.2088191724867103,1.116866221208198,0.1232813529830829,-1.0289606375891636,2.5196596406304406,-2.5625667434829817,-1.2064929711488652,0.9644821995410897,1.730338109142802
1.3546304602731651,2.538091756862201,-6.503062741065123,-4.40338820168498,1.7122326192233353,1.0469545312442412,-2.921422657235615,0.7479791301613052,-1.1893532558880797
7.889503576842044,-3.6455223421515104,-2.3506987903346994,4.588217882265601,0.15369807147320458,-2.788749873298702,-0.9076652991943329,-1.2904118196615841,1.957717665501085
-0.6919604019510108,2.084994005621753,2.178028845188524,-1.6040033630190806,3.0004834918153707,-2.446051879103362,-3.568355966214178,3.110725725815084,1.9608188934557382
-2.745494218577927,-0.30098559804775515,-5.787206223730486,-2.4864600131539145,-2.2005642721712193,-2.2649757316750296,-0.14907574752010871,0.22839466406846798,0.8925396750996807
-1.1131001700477827,-4.96457077623282,-1.7119679089033721,-4.031484283975026,3.2793881624594343,-2.5624176783101,-0.6923560199342945,-2.2994465249183644,2.213018858401855
0.8955823815068538,6.301319172781185,-2.383517920492076,0.2134454480553638,2.053255206608826,-0.16420141210027817,-0.022957996509140127,1.364815078726848,0.6856093929897066
5.442013117990564,-4.55148429726083,2.3096902882529857,0.3285436524280825,0.023487096864092116,-0.8673763520656376,-3.251078373556398,1.772355786119587,0.5484969845674803
6.116905270839264,3.3403124728879185,-0.20863394837667704,-1.3123540200167587,0.5540390422900818,-2.4519520224884124,1.149726001819853,0.5186933287680631,1.1532457733103743
2.825008373239591,5.272788857261051,-1.3142429275547092,-3.2502531390352343,1.3404782414125134,-1.876234799935189,0.9279389051526181,3.049477515779607,-1.5307198895508947
-4.128822628163585,-2.388759394262239,-6.8072579275888625,-4.090499539231656,-1.00788516880775,0.5570427780013534,-0.5752786322233611,-0.6245011646279559,-2.0051405680956873
-3.976354060152623,-3.698368483033791,-8.981020398641746,-2.1164211546748875,-1.6710335330183106,0.31543337330340154,-0.4198193775522233,-0.5932027782303507,0.1721208424777393
