0,1,2,3,4,5
-4.5649118577581245,2.8375953863033785,-1.0796628448255645,-0.03374738899082197,-0.205257728393478,-0.0781074977721792
-5.203855211557082,7.258412673494657,-0.3652516865425943,-0.3288025730845976,-0.5548643616577948,1.2055298996395618
-4.428402166421449,-1.912975846486435,-0.6077539000281864,0.026321069062778424,0.9834122715445393,0.519265909433464
-4.765302644039746,3.213129382287008,-1.2120460351657496,0.6319370999771312,0.28013775880208514,1.8062379174055252
-4.485426647540714,2.9513787623131376,-0.6752471822709836,-0.34030329783620017,0.6017772262760909,-0.013623609533693043
-4.407567030472811,-6.4353007346486795,0.14817983544950986,0.8389884519825317,-0.11234955090978471,0.6463254170659232
-4.560700655256528,2.317190035811601,-0.7161063028322308,-0.9109602378442028,0.38546481821206857,-2.4053503535803817
-4.325429997014526,-6.230763190562819,0.20795342953038254,0.37541819992329417,0.19371130291489835,0.5503579010823878
-4.741997857723108,3.1769203831720096,-1.3274331821995116,0.3770036810397768,-1.0883958077251408,1.9861426276726286
36.14700534300439,-5.8011246043263025,3.489178168668555,0.08481682745193986,-0.6994777498135729,-1.530124088475113
-4.830975022670696,3.11282909816507,-0.7330050185803972,0.3595011517077191,0.2556114785676137,1.9314017407983728
-4.177511296814284,-3.100231483710395,0.11403922656629734,0.4510554681749144,1.059929650284844,-2.759066696694189
-4.944318812390302,6.821448964754145,0.032984348961627385,-0.16087514432106587,0.2726984856579664,-0.18826490078181768
-4.357218698469833,2.2208641340867996,-1.0017200159125443,0.25528067289855993,0.5362052892006886,-2.3127815169805643
-4.606247853500374,-1.7546812995058219,-1.2694797386926995,-0.47930182716881187,-1.0577943185779233,0.780334984569124
-4.428106147488365,-1.7624514563816205,-0.6861259115245054,0.2833936036872653,1.3161486176764878,0.7372045793953493
-4.558719723962059,2.956016562848122,-1.10982999898004,-0.5891739571835626,-0.276096399707695,-0.011615691234359488
-4.387134870868277,-2.4671691328887504,-0.7110244814157988,-0.12772356210380176,0.018669176196874027,-1.4112913996269334
-5.012754825307699,7.090517781069023,-0.2523875115296664,-0.6695812113292933,-0.4870942738316327,-0.3892780242377225
37.42288295058622,3.3157863536012164,1.7666747259039521,1.1158064635457396,-0.3935015139230664,1.0254564381150792
-4.337243476548308,-2.46755264721271,-0.6383402004248466,-0.47197296227441066,-0.1887318630917434,-1.328398523028434
-4.635717580878877,3.018558357545836,-1.2185936019630075,0.28292433838488984,-0.05437986416635909,-0.11832294061263976
