0,1,2,3,4
-14.430639301505847,3.891437255978472,-4.535727592753698,1.110287323958591,-0.4205388368306199
-10.15530677671239,5.5468745641951696,-5.132390920611803,0.30802416984989645,-2.994681629485237
-12.078148709105076,6.377955904990696,-3.727266470006762,-0.053830129071079647,-3.2762923014378114
-11.295019541393843,7.525754462654418,-5.961931822342436,-0.003984580928186432,-1.9875820280140581
-15.259090137132695,4.938398986090564,-4.053237417293706,2.0987799742282958,-1.2655009505050459
-14.774764177452745,4.732043578254722,-4.230305458162194,0.23108248996863434,-2.83880330854811
-16.32348304485644,4.786426853630711,-4.443252220922348,0.7337279383600426,-2.6780649897372673
10.153821167698709,15.472618281753437,-7.627265886229731,0.5694310443134252,-5.949009552992748
-16.868428675670494,5.304786663128237,-3.5921482395331754,2.8193495286753043,-3.677425965431294
-18.491576796714384,3.082092004000713,-2.848028163449773,1.157137184372131,-2.951765998034932
-12.59069167515268,2.4605180595343166,-2.7998898023679692,3.2103514038174596,-3.4928639260950116
13.677923115786623,5.881762534613974,-1.397230561777588,4.1779912269471735,-3.9035857640196
-8.710858472049965,0.8589524061911016,-1.335656494536199,2.7638459884589106,3.063784630000554
-5.323145451112559,22.36937462875151,4.105746438895361,-1.0326325289610145,1.926675895978276
-15.887882271011442,16.55738421135356,-3.5231407404881234,-1.0703142350768793,9.962590947497546
-2.0570754306421684,20.407883076003905,2.421357959790606,-0.2762127314737399,-0.07489547369210858
-2.0681705245344437,15.09480923940177,-7.586146912000341,-0.7206273846215697,3.7710776182406454
4.830146452252168,17.70782250354279,8.187072560409877,0.9468461854067602,1.0220939352665164
13.271510785741999,6.060037495268135,0.26535027483759044,5.783316782988976,1.6396088985098596
-12.331487270609063,2.928349946959542,8.56097303413169,5.458958938920587,1.473782718575475
-1.6058648758781784,-1.9194415049345699,1.5777394118226389,4.260371950978245,2.404062153331062
-2.6097713629624106,1.3785750487169817,9.047527318244068,1.0420974757409853,1.5227232365256675
7.232389802191952,-0.5257678864045505,-3.709635128004238,3.7999215475837786,1.8114040893313978
11.821933467369664,-2.287266384539856,-8.984495009193568,2.316541488946909,3.3672222620516092
