0,1,2,3
-4.533049863671758,-6.796299223293201,-0.4380738884052876,-0.9170352622653931
-4.273492600653871,-2.0847128135224913,0.14890742444144195,-0.544407227832941
-4.269600394158618,2.6998547757347833,0.15398173971965695,-0.4012415461342528
-4.246298148343804,-2.5254088242498085,-0.07297499068475462,-0.2138752843166325
-4.592808829379615,3.462922561028386,0.5570828244272852,-0.6749697915438941
39.75661162287989,8.59449550247749,-3.3235626760448453,-1.9568488856647743
-4.641082237341313,2.826921118501912,-0.08575102005886953,0.0683217960395075
-4.230931963814475,-6.414153647939588,-0.5283655994144111,-0.3265809471732297
-4.640090110987824,-6.878446633502087,-0.481904536462057,0.2519835208186483
-4.679657285874631,3.1012445612529027,0.09212102183680759,-0.47101035246245293
-4.673037565195839,3.5669654799586006,0.7813077989741721,-0.06287220927026804
-5.10417559524993,8.724061871131509,0.47049141135345096,-0.08569062007639339
-4.2865335659226105,-6.673492566360149,-0.4043994751963834,-0.5617233204787263
-4.459702381114084,3.261710478000419,0.5348634839924644,-0.48633662500255814
-4.390783317591835,-1.884662320505051,0.24354445792810203,-0.6975544366509274
-4.659543499836308,2.7717279605257414,0.34527867050613686,-0.11812749446119541
39.015210668440645,-4.355303289533296,-12.77025658946683,1.5671513717249344
-4.362781247239334,-1.9830856553085998,-0.14521165681174736,-0.3086925870201842
-5.267809333062617,8.363577592587598,0.5368657109836674,-0.07803243215723454
-4.580576335010225,3.336837822739203,0.2802379442244795,-1.2301500747772534
-4.275486110305469,-1.8434369260122052,0.06630123326336883,-1.032967988811306
-4.6904035723751445,3.522907762000371,0.7576575164991042,-0.2439757047050486
-5.2089171583191085,8.73296784955488,0.2683704171574875,-0.9899228471985768
-4.214476271391319,-6.664095753462349,-0.10068195117527004,-0.0023535503794958057
-4.568543409004255,2.9241090925976287,0.1606596855607425,-0.10017158286718586
-4.635758995486067,2.7195471500974686,0.19979932900303876,-0.29920721878915457
-4.429089419884875,-6.576087969415422,0.025582645593419343,-0.2932140570785078
-4.34556554685402,-6.403676313646314,0.10050672609295008,-0.2894555185882597
41.43577491439578,-2.3599655345229045,-4.130894364258337,-1.605940605366552
-4.53827348198519,3.3009880861385423,0.4004722841319055,-0.5064104160735856
-4.321095379588414,-2.0528996029521283,0.08252332839242309,-0.9343720589774275
-4.256677844510036,-6.660169090102325,-0.06215686842756053,0.04693116103100747
-4.344097384639532,-1.9885301110487472,0.21656872639645078,-0.7046095307258055
-4.2853998395627855,-2.063796304534963,0.4603280297936607,-0.289854599004993
-4.512863601060916,3.219994219851123,0.23698365524162915,-0.3433094754438175
-4.199278287383832,-2.3555364206521263,0.18461728189986565,0.020790772622144793
-4.459115700932456,2.7793174530030345,0.36099502004184925,0.29932615613162183
-5.146937096770005,8.526681016485982,0.3638667421762881,-0.6721290142136324
-5.291327699553026,8.903826925202912,0.17837934877732756,-1.2652892446051036
41.21505074947882,3.3444621956122123,-3.5559244516890334,-1.5598194193071286
-4.297019648128323,-1.9482967354728427,0.27260734132137987,-0.5411863236783019
-4.325352982395048,-6.517728791171554,-0.06544132549025289,-0.0026029519938031154
-5.158368895271169,8.872698315240813,0.4645086901647917,-0.43366451187378874
-5.226724812874762,8.490535559578307,0.2925467524925461,-0.5946964541921571
-4.256731802382412,-2.466596747580824,-0.11441924501699662,-0.7033183160517893
-4.329917177908081,-2.1373938092042564,0.09896219684356095,-0.6645058956107253
-4.2141174217193536,-2.03426314197998,0.37527630816294927,-0.23089543827129266
-4.618309966157486,2.983234052979952,0.2725816964283361,-0.2659671193379456
-4.242579002027708,-7.0837484179747285,-0.8147644565563175,-0.4869525293027125
-4.637275624205808,3.489822916780537,0.45691612123249425,-0.19782044979632918
40.83481605980951,3.490048565005487,-3.1788743167463984,-0.9935485459476432
-4.163095643899013,-2.3963003195191734,-0.20105706704030235,-0.579291706707958
-5.02127735007282,8.382172587571429,0.2324606125003374,-0.42800440526185635
-4.250487910293305,-2.408696279740862,0.10871409672430982,-0.1924680324856871
-4.187158760755863,-1.9514855260312238,0.10992647817092711,-0.43915367743575406
-4.154641568376072,-2.004286428453362,0.2922215910696775,-0.4566596217397958
-4.178407681199056,-2.389552957273926,0.02027147395946076,-0.3538042282786402
-4.656524478986697,3.4659985136155878,1.1524983361385996,1.0860392512799983
-4.319045816326387,-6.970778994744528,-0.7164885342705752,-0.6013281320966236
-5.239390350133921,8.633989212502085,0.3137382453680854,-0.27431402230629676
