0,1,2,3,4,5,6
2.3597775931571063,-2.7259426575176153,-4.386830374637945,-1.2275600295536635,-3.463612665093463,1.6380108074283664,-3.9229090254595347
4.214771232459704,-4.4282175980562375,-3.3299660417125816,0.587697217517559,-5.830881307198251,2.615136901221163,6.444034601970668
2.351514544795611,-3.7728272783335006,-4.242232687547115,-1.6375915438809103,-4.347101463217996,3.27582228489566,-0.9662424230858723
1.8242657206771455,-2.6133092469653314,-4.888330820942019,-1.2798208516300267,-3.404703145103752,1.0543646084453189,-4.39291742495324
1.4577361256732524,-1.475944341891169,-5.1656931177221,-0.5903198142180891,-3.314794095957896,-0.8938571691661428,-5.369937028700834
1.2498032526336211,-2.155637365409347,-4.240515863427101,-1.876120637852465,-2.6378740465909765,1.2784354824208428,-4.276720029875147
2.196375604505121,-3.8262606599678617,-3.0397836964028593,-1.5304047938749465,-4.4330211777100335,4.116456170830248,2.482259346667565
1.4442893511076897,-2.7425094211891876,-3.7083160367079233,-2.5600520616281432,-3.726795633049318,3.1078171931693452,-1.5079223112153055
1.7599315973739629,-3.054264722623492,-3.1917752320002073,-2.5304399793349037,-3.6428616969818393,3.668037403347327,-1.9925911794609272
3.3023103417640174,-3.692930149560821,-2.760638994045855,0.059427594024350494,-5.662774996536316,2.412704836591785,6.792956663185379
1.6334790712780007,-0.8686092199253377,-5.838948894569799,2.0551314193894217,-2.9273384170678036,-3.3887688562084266,-4.335341482464992
1.6157362839742386,-1.5394955886046375,-3.193362097655009,-2.3574568526465254,-2.7049848068592524,1.6705305837856794,-4.342176678224639
1.8920028859965692,-0.8217244853480316,-6.012102060683418,3.2423595799580296,-2.906249378120431,-3.7430155714997335,-3.3694221240115563
2.265240284911791,-0.6567124858781989,-6.34078742146806,3.7211659569600366,-3.0478357543987507,-3.90392287435426,-3.115196406110002
1.2903755571643436,-0.5781520237453127,-3.895612719864356,-2.376019505882669,-2.19561594336118,1.1136652243655865,-4.965580806444412
1.5363500658333524,-0.8917956573227095,-3.426710483037123,-2.62594910831344,-2.4402787458626087,2.1484445336215456,-4.632638793866258
2.201763861399371,-2.481775557057456,-2.5783341740553727,-2.1824060948234227,-4.156775557137801,4.615391445550248,2.8832582792788113
1.8668023554775257,-0.7179319363722629,-3.1725308479037433,-2.5873997186774,-2.344064823898565,4.945231904919427,-2.071924445906559
4.0982817964023734,-1.3088717637557252,-2.3551183848110027,-0.12655419381122623,-4.05813213972937,2.7014687735165257,8.387572881558278
1.7677920657773993,-0.4477030356521777,-3.2423189712027685,-2.7630695584844744,-1.9353422549924995,4.746005964562989,-1.8602151192969723
2.0920221566946124,0.5683630695457773,-5.893852354534943,3.765539702981986,-1.2098912724899846,-2.972760492708945,-3.775963921088598
1.054868181534844,0.6656562856206982,-4.531044167736858,-1.956817728700454,-0.8505098339426773,2.552086504659799,-5.376636546645723
2.1861339443434225,-0.6626707624546284,-2.9934429492515378,-2.1054186740736416,-2.3285317393970786,5.857858138657427,2.142569054981599
1.486426469880306,0.4384471522571332,-3.1884948706967857,-2.478543783418941,-1.5719271367638288,5.043295435234059,-2.1833400277622452
