0,1,2,3,4,5,6
-0.164685887768728,1.0936190476928571,-6.758303675204159,3.87805056241454,2.4128553271876463,-1.1624624356739621,1.354166445859332
-2.8424975394400938,-2.684888943460599,1.787411045641509,-4.749388276290584,0.2967648152207655,2.462946897649036,3.9114331102294324
-2.713901059296154,-2.400457880640798,2.7685303630904365,-6.075193391418678,-0.07101886248091349,0.9019473853533453,1.1511729426927602
-1.94584112710802,-0.2102462047936718,0.5308199459395505,2.0401993747592004,-1.7528910908602677,-4.093295212385071,2.125375590171004
-2.249671983751206,-3.34656982437029,4.130885583727401,-4.211083254194683,-2.341964778881516,1.2127894089589706,1.6281659519582639
-1.983555614000507,-0.3058254688590643,1.7002238681300028,5.272801894346374,-6.4430490154150055,-5.880020557820454,0.222543427261624
-2.7522311410159968,-4.479624670380834,5.969958540692026,2.362130379778705,-10.19624989717809,-2.46838345554744,3.3073269987785094
-2.447588122279619,-2.696598077955007,4.151296416897156,4.539483812400294,-11.241354660719473,-5.1225124879592565,1.7232147026396027
-2.9635954530863002,-4.823699127882172,7.798863728375601,-4.65760429074518,-10.272195952773217,-1.2477429246370912,1.5074565411376781
-2.8250775784418596,-1.218665840876734,8.068045692114927,-9.554089544675612,-10.298500520356624,-2.5930761290205453,0.8866884537761348
-2.5589369252062197,-2.978322061378007,6.631687876180465,0.25530883456198633,-10.495919373220335,-1.105941622619644,3.235175150246454
-1.466100522127741,2.5389014187845405,4.675811018615833,1.731237358644981,-8.128128142766034,2.4127561645490276,-0.5673002394652433
-1.172546865833925,6.495329040021886,0.8944871536087406,4.308068324393569,-6.969024344018329,-1.4986579332638095,0.4040266691017096
-0.8287166736551168,7.870227296026369,0.41501557860962957,3.3273062517460557,-7.055034501377875,-2.730102596400909,-0.03981079764796486
-0.33631894203913415,9.554724956171182,0.4370132804265329,2.9417766185786824,-7.426263696571649,-4.113382094798605,-1.392400028865254
-1.0243026803544892,1.4512723234886935,5.571881899034514,-0.41472651150403894,-7.310198429080607,1.9908124471516977,-2.2762292759632246
-4.048368469319028,0.9956862951538594,1.2170774893964114,4.0000016286057285,1.1097024613827107,1.581061042309162,3.7993016490152662
-0.4654358939783359,7.2771026309917355,1.6743061548695228,3.5574666226255864,-8.36097129785744,-2.6596882547135396,-0.25855379386911026
-0.7888640438002367,1.481921229166379,5.792682141389081,0.6782227758198492,-7.813898611542856,2.329494956054069,-0.4688742089514626
-3.962201380829716,0.4234374875163338,1.209231226860299,3.4480553663533486,1.2606796045747741,1.4136875319133997,3.8690365526652606
