0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
7.270055205079844,-2.576319609581699,-4.473422807810307,-3.274146918193309,0.7797820403964177,-0.7944016611898203,0.5263143984821627,-1.6832648086183946,0.2753902715092413,0.893719994265324,0.1953863913799776,1.430690249488244,-0.31549508388860315,1.4123418777266914,-0.08432209102139346,0.7302985043205938,0.27692328481158063
7.123425884641355,-2.674184554546954,-4.2968171858905455,-3.4271096627886397,0.3732454885813674,-1.5517881007121623,0.9611670997808407,0.29615160531181983,-2.2053986482287486,-0.7226688995348284,-0.34199272830730565,1.128433756306713,-0.18152342784726197,-0.30956410678156504,0.18999247985918774,-1.5892247183700547,0.058287223339216654
8.785767543683075,-1.5114522979194303,-4.138837011695652,-3.6605486008049786,-0.08052845624914173,-2.1950447459614257,-1.643500383761508,-1.195318614554772,-0.7207075593847008,-0.6863973182752343,-1.4581274769219938,-0.030059099951481594,0.753994330674246,2.876979900362586,-0.3262573088846384,-1.2800760873760333,-0.6132937765795403
9.382792531571571,0.6054338963483796,-3.001660433649269,-3.300860357440439,-0.022328915471481636,-1.3296115053845308,0.0028813302955309483,1.3962427859027877,-2.126219548725734,-0.1427087141513381,0.40270625112752595,0.20075533079165903,0.2104489046176239,0.3762503467362371,-0.853235175784897,-0.0282501641007092,0.9767000309334046
8.741253378381753,1.1628686377930175,-2.9471386994939195,-3.1263885624266976,-0.6375208657326867,-1.1316264597454317,-0.02406995524363903,-0.45350551703083947,-1.8881100758024172,-0.0789175965591692,2.0775640501930237,-0.6181260411929752,-0.7307162654998391,0.6572057289875499,1.7116834473196465,1.0435969424919485,-0.9401490772061849
6.781306733180086,2.9220362901300003,-3.290620729228968,-2.2627979435750327,-1.7375967242774757,1.0388953990286387,-0.8959941382241151,-1.0698095089914843,0.6582247292175881,-0.30217693115403366,-0.11103674281675024,0.48259941781493754,-0.7730726293683862,-0.9152990465933981,1.0912840958786503,0.2602600421318659,0.39990996692001357
3.736971734561869,3.768387264996392,-3.090839698838756,-2.480457509934294,-1.269398617363323,0.3471514182945037,1.066671000924474,-0.05313748854079406,-0.3086330142834755,-1.1517189824023923,0.8038819096021406,1.6326807667904142,0.3810513461641035,-0.9137616588867052,2.457293563795549,-0.774790581992633,0.011077960906916928
2.181400504680694,2.513023117954747,-2.520991939529125,-2.053416956312027,-2.082768952571257,-0.8371276113075461,-0.2629001769066819,-2.164304485625003,-2.1753345735997422,-0.07755389236402332,-0.7439622184560464,-0.31269862070314325,0.49983665112048525,-0.3665831966942593,0.33483742153328044,0.8709772399680112,0.6324059862358882
4.8623415170855635,1.6042278269924317,-3.031366421546558,-2.244971007344503,-0.920672478006295,-1.0241738785219108,-1.3998676598822264,-1.0062575869556767,0.741514118168529,1.3057267635190992,1.9335874128374761,0.6795658032101067,-0.32247009652954806,-0.14081498161093164,-0.12473310367044133,-0.40244733572989616,-0.3636470219726228
5.772299143723748,0.8523910149134366,-3.0910861702948935,-2.899051558653147,-0.7288822250785917,-1.121535025657202,0.20751874307865353,0.3288836567837078,-0.9087261999299656,0.3151841996345725,0.25399759147370443,0.0651803055227665,1.8676146043012465,0.9075232272243812,0.7382416953329825,-1.0360952870950404,-2.5376981507274214
6.814940431150262,0.40601320186214496,-2.695546940718317,-3.3450709376975527,0.09299207431929635,-3.298553099517789,1.1106476832456593,-2.0427913680808683,-1.354159603909957,-1.0560025304082836,0.9653427150670552,-1.2951095021349484,-0.29539674293516416,-1.116204772787119,-0.2701852357973772,1.3310592300590907,-0.5324292547996431
